t,signal
0.33775,0.36548
0.33787,0.32497
0.338,0.28439
0.33812,0.24354
0.33825,0.20255
0.33838,0.1621
0.3385,0.11833
0.33862,0.070544
0.33875,0.024119
0.33887,-0.019452
0.339,-0.062683
0.33913,-0.10455
0.33925,-0.14357
0.33937,-0.18028
0.3395,-0.21623
0.33962,-0.25341
0.33975,-0.29032
0.33987,-0.32873
0.34,-0.36774
0.34013,-0.40533
0.34025,-0.4417
0.34037,-0.47718
0.3405,-0.51185
0.34062,-0.54339
0.34075,-0.57268
0.34088,-0.60191
0.341,-0.63148
0.34112,-0.65819
0.34125,-0.68477
0.34137,-0.71359
0.3415,-0.74166
0.34163,-0.76817
0.34175,-0.79196
0.34187,-0.81596
0.342,-0.84063
0.34212,-0.86871
0.34225,-0.89589
0.34238,-0.91642
0.3425,-0.936
0.34262,-0.95449
0.34275,-0.96754
0.34287,-0.97338
0.343,-0.97719
0.34313,-0.98086
0.34325,-0.98446
0.34337,-0.988
0.3435,-0.99078
0.34362,-0.99269
0.34375,-0.99479
0.34387,-0.99575
0.344,-0.99704
0.34413,-0.99799
0.34425,-0.99813
0.34437,-0.99751
0.3445,-0.99568
0.34462,-0.99024
0.34475,-0.97773
0.34488,-0.96067
0.345,-0.94218
0.34512,-0.922
0.34525,-0.90079
0.34537,-0.87863
0.3455,-0.85416
0.34563,-0.8288
0.34575,-0.80501
0.34587,-0.78082
0.346,-0.7558
0.34612,-0.72936
0.34625,-0.70367
0.34638,-0.67797
0.3465,-0.64834
0.34662,-0.61449
0.34675,-0.57778
0.34687,-0.53951
0.347,-0.49982
0.34713,-0.46223
0.34725,-0.42212
0.34737,-0.37998
0.3475,-0.34212
0.34762,-0.30467
0.34775,-0.26565
0.34787,-0.22453
0.348,-0.18299
0.34813,-0.14241
0.34825,-0.10211
0.34837,-0.061255
0.3485,-0.017005
0.34862,0.029761
0.34875,0.074487
0.34888,0.11697
0.349,0.15979
0.34912,0.202
0.34925,0.24122
0.34937,0.27732
0.3495,0.31226
0.34963,0.34903
0.34975,0.38621
0.34987,0.42434
